"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|ES","25.06.2020 17:00 - 25.06.2020 18:00 (CET/CEST)","6938","0","4976"
"BZN|ES","25.06.2020 18:00 - 25.06.2020 19:00 (CET/CEST)","5704","0","5748"
"BZN|ES","25.06.2020 19:00 - 25.06.2020 20:00 (CET/CEST)","4396","0","5647"
"BZN|ES","25.06.2020 20:00 - 25.06.2020 21:00 (CET/CEST)","2420","0","5611"
"BZN|ES","25.06.2020 21:00 - 25.06.2020 22:00 (CET/CEST)","959","0","4820"
"BZN|ES","25.06.2020 22:00 - 25.06.2020 23:00 (CET/CEST)","651","0","4332"
"BZN|ES","25.06.2020 23:00 - 26.06.2020 00:00 (CET/CEST)","638","0","4677"
"BZN|ES","26.06.2020 00:00 - 26.06.2020 01:00 (CET/CEST)","632","0","4554"
"BZN|ES","26.06.2020 01:00 - 26.06.2020 02:00 (CET/CEST)","627","0","4287"
"BZN|ES","26.06.2020 02:00 - 26.06.2020 03:00 (CET/CEST)","628","0","4124"
"BZN|ES","26.06.2020 03:00 - 26.06.2020 04:00 (CET/CEST)","611","0","3700"
"BZN|ES","26.06.2020 04:00 - 26.06.2020 05:00 (CET/CEST)","526","0","3594"
"BZN|ES","26.06.2020 05:00 - 26.06.2020 06:00 (CET/CEST)","293","0","3213"
"BZN|ES","26.06.2020 06:00 - 26.06.2020 07:00 (CET/CEST)","207","0","3035"
"BZN|ES","26.06.2020 07:00 - 26.06.2020 08:00 (CET/CEST)","604","0","3068"
"BZN|ES","26.06.2020 08:00 - 26.06.2020 09:00 (CET/CEST)","2210","0","2850"
"BZN|ES","26.06.2020 09:00 - 26.06.2020 10:00 (CET/CEST)","4452","0","2710"
"BZN|ES","26.06.2020 10:00 - 26.06.2020 11:00 (CET/CEST)","6076","0","2847"
"BZN|ES","26.06.2020 11:00 - 26.06.2020 12:00 (CET/CEST)","6766","0","3084"
"BZN|ES","26.06.2020 12:00 - 26.06.2020 13:00 (CET/CEST)","7482","0","3623"
"BZN|ES","26.06.2020 13:00 - 26.06.2020 14:00 (CET/CEST)","8049","0","4416"
"BZN|ES","26.06.2020 14:00 - 26.06.2020 15:00 (CET/CEST)","8393","0","5178"
"BZN|ES","26.06.2020 15:00 - 26.06.2020 16:00 (CET/CEST)","8464","0","5789"
"BZN|ES","26.06.2020 16:00 - 26.06.2020 17:00 (CET/CEST)","7743","0","6569"
"BZN|ES","26.06.2020 17:00 - 26.06.2020 18:00 (CET/CEST)","6694","0","7063"
"BZN|ES","26.06.2020 18:00 - 26.06.2020 19:00 (CET/CEST)","5534","0","7418"
"BZN|ES","26.06.2020 19:00 - 26.06.2020 20:00 (CET/CEST)","3940","0","7045"
"BZN|ES","26.06.2020 20:00 - 26.06.2020 21:00 (CET/CEST)","2326","0","6386"
"BZN|ES","26.06.2020 21:00 - 26.06.2020 22:00 (CET/CEST)","964","0","6025"
"BZN|ES","26.06.2020 22:00 - 26.06.2020 23:00 (CET/CEST)","659","0","6016"
"BZN|ES","26.06.2020 23:00 - 27.06.2020 00:00 (CET/CEST)","640","0","5691"
"BZN|ES","27.06.2020 00:00 - 27.06.2020 01:00 (CET/CEST)","627","0","5533"
"BZN|ES","27.06.2020 01:00 - 27.06.2020 02:00 (CET/CEST)","555","0","5415"
"BZN|ES","27.06.2020 02:00 - 27.06.2020 03:00 (CET/CEST)","538","0","5513"
"BZN|ES","27.06.2020 03:00 - 27.06.2020 04:00 (CET/CEST)","414","0","5323"
"BZN|ES","27.06.2020 04:00 - 27.06.2020 05:00 (CET/CEST)","258","0","5119"
"BZN|ES","27.06.2020 05:00 - 27.06.2020 06:00 (CET/CEST)","120","0","4991"
"BZN|ES","27.06.2020 06:00 - 27.06.2020 07:00 (CET/CEST)","87","0","4902"
"BZN|ES","27.06.2020 07:00 - 27.06.2020 08:00 (CET/CEST)","571","0","4633"
"BZN|ES","27.06.2020 08:00 - 27.06.2020 09:00 (CET/CEST)","2403","0","3839"
"BZN|ES","27.06.2020 09:00 - 27.06.2020 10:00 (CET/CEST)","5104","0","3342"
"BZN|ES","27.06.2020 10:00 - 27.06.2020 11:00 (CET/CEST)","6964","0","3176"
"BZN|ES","27.06.2020 11:00 - 27.06.2020 12:00 (CET/CEST)","8031","0","3069"
"BZN|ES","27.06.2020 12:00 - 27.06.2020 13:00 (CET/CEST)","8736","0","3098"
"BZN|ES","27.06.2020 13:00 - 27.06.2020 14:00 (CET/CEST)","8962","0","3198"
"BZN|ES","27.06.2020 14:00 - 27.06.2020 15:00 (CET/CEST)","8852","0","3193"
"BZN|ES","27.06.2020 15:00 - 27.06.2020 16:00 (CET/CEST)","8685","0","3283"
"BZN|ES","27.06.2020 16:00 - 27.06.2020 17:00 (CET/CEST)","8439","0","3294"
"BZN|ES","27.06.2020 17:00 - 27.06.2020 18:00 (CET/CEST)","7844","0","3332"
"BZN|ES","27.06.2020 18:00 - 27.06.2020 19:00 (CET/CEST)","7018","0","3210"
"BZN|ES","27.06.2020 19:00 - 27.06.2020 20:00 (CET/CEST)","5515","0","3043"
"BZN|ES","27.06.2020 20:00 - 27.06.2020 21:00 (CET/CEST)","3135","0","2868"
"BZN|ES","27.06.2020 21:00 - 27.06.2020 22:00 (CET/CEST)","1154","0","2820"
"BZN|ES","27.06.2020 22:00 - 27.06.2020 23:00 (CET/CEST)","691","0","2988"
"BZN|ES","27.06.2020 23:00 - 28.06.2020 00:00 (CET/CEST)","656","0","3065"
"BZN|ES","28.06.2020 00:00 - 28.06.2020 01:00 (CET/CEST)","651","0","3311"
"BZN|ES","28.06.2020 01:00 - 28.06.2020 02:00 (CET/CEST)","624","0","3457"
"BZN|ES","28.06.2020 02:00 - 28.06.2020 03:00 (CET/CEST)","608","0","3306"
"BZN|ES","28.06.2020 03:00 - 28.06.2020 04:00 (CET/CEST)","606","0","3239"
"BZN|ES","28.06.2020 04:00 - 28.06.2020 05:00 (CET/CEST)","604","0","3101"
"BZN|ES","28.06.2020 05:00 - 28.06.2020 06:00 (CET/CEST)","538","0","2893"
"BZN|ES","28.06.2020 06:00 - 28.06.2020 07:00 (CET/CEST)","394","0","2719"
"BZN|ES","28.06.2020 07:00 - 28.06.2020 08:00 (CET/CEST)","758","0","2528"
"BZN|ES","28.06.2020 08:00 - 28.06.2020 09:00 (CET/CEST)","2740","0","2115"
"BZN|ES","28.06.2020 09:00 - 28.06.2020 10:00 (CET/CEST)","5760","0","1786"
"BZN|ES","28.06.2020 10:00 - 28.06.2020 11:00 (CET/CEST)","7459","0","1557"
"BZN|ES","28.06.2020 11:00 - 28.06.2020 12:00 (CET/CEST)","8241","0","1299"
"BZN|ES","28.06.2020 12:00 - 28.06.2020 13:00 (CET/CEST)","8651","0","1295"
"BZN|ES","28.06.2020 13:00 - 28.06.2020 14:00 (CET/CEST)","8835","0","1451"
"BZN|ES","28.06.2020 14:00 - 28.06.2020 15:00 (CET/CEST)","8829","0","1735"
"BZN|ES","28.06.2020 15:00 - 28.06.2020 16:00 (CET/CEST)","8652","0","1962"
"BZN|ES","28.06.2020 16:00 - 28.06.2020 17:00 (CET/CEST)","8316","0","2210"
"BZN|ES","28.06.2020 17:00 - 28.06.2020 18:00 (CET/CEST)","7775","0","2510"
"BZN|ES","28.06.2020 18:00 - 28.06.2020 19:00 (CET/CEST)","6903","0","2947"
"BZN|ES","28.06.2020 19:00 - 28.06.2020 20:00 (CET/CEST)","5490","0","3329"
"BZN|ES","28.06.2020 20:00 - 28.06.2020 21:00 (CET/CEST)","3139","0","3707"
"BZN|ES","28.06.2020 21:00 - 28.06.2020 22:00 (CET/CEST)","1182","0","4312"
"BZN|ES","28.06.2020 22:00 - 28.06.2020 23:00 (CET/CEST)","728","0","4898"
"BZN|ES","28.06.2020 23:00 - 29.06.2020 00:00 (CET/CEST)","676","0","5212"
"BZN|ES","29.06.2020 00:00 - 29.06.2020 01:00 (CET/CEST)","672","0","5161"
"BZN|ES","29.06.2020 01:00 - 29.06.2020 02:00 (CET/CEST)","682","0","4845"
"BZN|ES","29.06.2020 02:00 - 29.06.2020 03:00 (CET/CEST)","684","0","4554"
"BZN|ES","29.06.2020 03:00 - 29.06.2020 04:00 (CET/CEST)","658","0","4077"
"BZN|ES","29.06.2020 04:00 - 29.06.2020 05:00 (CET/CEST)","623","0","3734"
"BZN|ES","29.06.2020 05:00 - 29.06.2020 06:00 (CET/CEST)","618","0","3351"
"BZN|ES","29.06.2020 06:00 - 29.06.2020 07:00 (CET/CEST)","495","0","3218"
"BZN|ES","29.06.2020 07:00 - 29.06.2020 08:00 (CET/CEST)","814","0","2986"
"BZN|ES","29.06.2020 08:00 - 29.06.2020 09:00 (CET/CEST)","2680","0","2514"
"BZN|ES","29.06.2020 09:00 - 29.06.2020 10:00 (CET/CEST)","5602","0","2033"
"BZN|ES","29.06.2020 10:00 - 29.06.2020 11:00 (CET/CEST)","7403","0","1745"
"BZN|ES","29.06.2020 11:00 - 29.06.2020 12:00 (CET/CEST)","8172","0","1466"
"BZN|ES","29.06.2020 12:00 - 29.06.2020 13:00 (CET/CEST)","8578","0","1544"
"BZN|ES","29.06.2020 13:00 - 29.06.2020 14:00 (CET/CEST)","8828","0","1936"
"BZN|ES","29.06.2020 14:00 - 29.06.2020 15:00 (CET/CEST)","8847","0","2404"
"BZN|ES","29.06.2020 15:00 - 29.06.2020 16:00 (CET/CEST)","8728","0","2890"
"BZN|ES","29.06.2020 16:00 - 29.06.2020 17:00 (CET/CEST)","8427","0","3466"
"BZN|ES","29.06.2020 17:00 - 29.06.2020 18:00 (CET/CEST)","7868","0","4151"
"BZN|ES","29.06.2020 18:00 - 29.06.2020 19:00 (CET/CEST)","6916","0","5048"
"BZN|ES","29.06.2020 19:00 - 29.06.2020 20:00 (CET/CEST)","5409","0","5836"
"BZN|ES","29.06.2020 20:00 - 29.06.2020 21:00 (CET/CEST)","2976","0","6247"
"BZN|ES","29.06.2020 21:00 - 29.06.2020 22:00 (CET/CEST)","1096","0","6588"
"BZN|ES","29.06.2020 22:00 - 29.06.2020 23:00 (CET/CEST)","677","0","7143"
"BZN|ES","29.06.2020 23:00 - 30.06.2020 00:00 (CET/CEST)","650","0","7386"
"BZN|ES","30.06.2020 00:00 - 30.06.2020 01:00 (CET/CEST)","652","0","6998"
"BZN|ES","30.06.2020 01:00 - 30.06.2020 02:00 (CET/CEST)","612","0","6606"
"BZN|ES","30.06.2020 02:00 - 30.06.2020 03:00 (CET/CEST)","625","0","6210"
"BZN|ES","30.06.2020 03:00 - 30.06.2020 04:00 (CET/CEST)","632","0","5783"
"BZN|ES","30.06.2020 04:00 - 30.06.2020 05:00 (CET/CEST)","634","0","4939"
"BZN|ES","30.06.2020 05:00 - 30.06.2020 06:00 (CET/CEST)","580","0","4238"
"BZN|ES","30.06.2020 06:00 - 30.06.2020 07:00 (CET/CEST)","425","0","3849"
"BZN|ES","30.06.2020 07:00 - 30.06.2020 08:00 (CET/CEST)","660","0","3326"
"BZN|ES","30.06.2020 08:00 - 30.06.2020 09:00 (CET/CEST)","2253","0","2456"
"BZN|ES","30.06.2020 09:00 - 30.06.2020 10:00 (CET/CEST)","4644","0","1745"
"BZN|ES","30.06.2020 10:00 - 30.06.2020 11:00 (CET/CEST)","6626","0","1519"
"BZN|ES","30.06.2020 11:00 - 30.06.2020 12:00 (CET/CEST)","7837","0","1750"
"BZN|ES","30.06.2020 12:00 - 30.06.2020 13:00 (CET/CEST)","8489","0","2199"
"BZN|ES","30.06.2020 13:00 - 30.06.2020 14:00 (CET/CEST)","8724","0","2654"
"BZN|ES","30.06.2020 14:00 - 30.06.2020 15:00 (CET/CEST)","8666","0","3240"
"BZN|ES","30.06.2020 15:00 - 30.06.2020 16:00 (CET/CEST)","8549","0","3792"
"BZN|ES","30.06.2020 16:00 - 30.06.2020 17:00 (CET/CEST)","8142","0","4183"
"BZN|ES","30.06.2020 17:00 - 30.06.2020 18:00 (CET/CEST)","7499","0","4343"
"BZN|ES","30.06.2020 18:00 - 30.06.2020 19:00 (CET/CEST)","6174","0","4605"
"BZN|ES","30.06.2020 19:00 - 30.06.2020 20:00 (CET/CEST)","4664","0","4824"
"BZN|ES","30.06.2020 20:00 - 30.06.2020 21:00 (CET/CEST)","2644","0","4779"
"BZN|ES","30.06.2020 21:00 - 30.06.2020 22:00 (CET/CEST)","1022","0","4064"
"BZN|ES","30.06.2020 22:00 - 30.06.2020 23:00 (CET/CEST)","666","0","4105"
"BZN|ES","30.06.2020 23:00 - 01.07.2020 00:00 (CET/CEST)","624","0","3604"
"BZN|ES","01.07.2020 00:00 - 01.07.2020 01:00 (CET/CEST)","584","0","2921"
"BZN|ES","01.07.2020 01:00 - 01.07.2020 02:00 (CET/CEST)","579","0","2817"
"BZN|ES","01.07.2020 02:00 - 01.07.2020 03:00 (CET/CEST)","552","0","2793"
"BZN|ES","01.07.2020 03:00 - 01.07.2020 04:00 (CET/CEST)","511","0","2678"
"BZN|ES","01.07.2020 04:00 - 01.07.2020 05:00 (CET/CEST)","422","0","2791"
"BZN|ES","01.07.2020 05:00 - 01.07.2020 06:00 (CET/CEST)","355","0","2907"
"BZN|ES","01.07.2020 06:00 - 01.07.2020 07:00 (CET/CEST)","298","0","3034"
"BZN|ES","01.07.2020 07:00 - 01.07.2020 08:00 (CET/CEST)","621","0","3006"
"BZN|ES","01.07.2020 08:00 - 01.07.2020 09:00 (CET/CEST)","2357","0","2531"
"BZN|ES","01.07.2020 09:00 - 01.07.2020 10:00 (CET/CEST)","5038","0","1959"
"BZN|ES","01.07.2020 10:00 - 01.07.2020 11:00 (CET/CEST)","7096","0","2085"
"BZN|ES","01.07.2020 11:00 - 01.07.2020 12:00 (CET/CEST)","8200","0","2296"
"BZN|ES","01.07.2020 12:00 - 01.07.2020 13:00 (CET/CEST)","8800","0","2635"
"BZN|ES","01.07.2020 13:00 - 01.07.2020 14:00 (CET/CEST)","9026","0","3123"
"BZN|ES","01.07.2020 14:00 - 01.07.2020 15:00 (CET/CEST)","9001","0","3667"
"BZN|ES","01.07.2020 15:00 - 01.07.2020 16:00 (CET/CEST)","8850","0","4507"
"BZN|ES","01.07.2020 16:00 - 01.07.2020 17:00 (CET/CEST)","8566","0","5056"
"BZN|ES","01.07.2020 17:00 - 01.07.2020 18:00 (CET/CEST)","7884","0","5369"
"BZN|ES","01.07.2020 18:00 - 01.07.2020 19:00 (CET/CEST)","6908","0","6153"
"BZN|ES","01.07.2020 19:00 - 01.07.2020 20:00 (CET/CEST)","5303","0","6576"
"BZN|ES","01.07.2020 20:00 - 01.07.2020 21:00 (CET/CEST)","2957","0","6141"
"BZN|ES","01.07.2020 21:00 - 01.07.2020 22:00 (CET/CEST)","1126","0","5640"
"BZN|ES","01.07.2020 22:00 - 01.07.2020 23:00 (CET/CEST)","717","0","5420"
"BZN|ES","01.07.2020 23:00 - 02.07.2020 00:00 (CET/CEST)","696","0","5442"
"BZN|ES","02.07.2020 00:00 - 02.07.2020 01:00 (CET/CEST)","691","0","5283"
"BZN|ES","02.07.2020 01:00 - 02.07.2020 02:00 (CET/CEST)","688","0","4915"
"BZN|ES","02.07.2020 02:00 - 02.07.2020 03:00 (CET/CEST)","688","0","4374"
"BZN|ES","02.07.2020 03:00 - 02.07.2020 04:00 (CET/CEST)","685","0","3968"
"BZN|ES","02.07.2020 04:00 - 02.07.2020 05:00 (CET/CEST)","682","0","3482"
"BZN|ES","02.07.2020 05:00 - 02.07.2020 06:00 (CET/CEST)","661","0","3079"
"BZN|ES","02.07.2020 06:00 - 02.07.2020 07:00 (CET/CEST)","483","0","2879"
"BZN|ES","02.07.2020 07:00 - 02.07.2020 08:00 (CET/CEST)","733","0","2527"
"BZN|ES","02.07.2020 08:00 - 02.07.2020 09:00 (CET/CEST)","2530","0","2015"
"BZN|ES","02.07.2020 09:00 - 02.07.2020 10:00 (CET/CEST)","5427","0","1583"
"BZN|ES","02.07.2020 10:00 - 02.07.2020 11:00 (CET/CEST)","7243","0","1556"
"BZN|ES","02.07.2020 11:00 - 02.07.2020 12:00 (CET/CEST)","8244","0","1767"
"BZN|ES","02.07.2020 12:00 - 02.07.2020 13:00 (CET/CEST)","8790","0","2280"
"BZN|ES","02.07.2020 13:00 - 02.07.2020 14:00 (CET/CEST)","9006","0","3070"
"BZN|ES","02.07.2020 14:00 - 02.07.2020 15:00 (CET/CEST)","8927","0","4293"
"BZN|ES","02.07.2020 15:00 - 02.07.2020 16:00 (CET/CEST)","8812","0","5508"
"BZN|ES","02.07.2020 16:00 - 02.07.2020 17:00 (CET/CEST)","8542","0","6779"
"BZN|ES","02.07.2020 17:00 - 02.07.2020 18:00 (CET/CEST)","7936","0","8059"
"BZN|ES","02.07.2020 18:00 - 02.07.2020 19:00 (CET/CEST)","6940","0","8782"
"BZN|ES","02.07.2020 19:00 - 02.07.2020 20:00 (CET/CEST)","5461","0","9258"
"BZN|ES","02.07.2020 20:00 - 02.07.2020 21:00 (CET/CEST)","3149","0","9085"
"BZN|ES","02.07.2020 21:00 - 02.07.2020 22:00 (CET/CEST)","1208","0","8763"
"BZN|ES","02.07.2020 22:00 - 02.07.2020 23:00 (CET/CEST)","727","0","8886"
"BZN|ES","02.07.2020 23:00 - 03.07.2020 00:00 (CET/CEST)","693","0","8665"
"BZN|ES","03.07.2020 00:00 - 03.07.2020 01:00 (CET/CEST)","687","0","8346"
"BZN|ES","03.07.2020 01:00 - 03.07.2020 02:00 (CET/CEST)","681","0","8000"
"BZN|ES","03.07.2020 02:00 - 03.07.2020 03:00 (CET/CEST)","665","0","7376"
"BZN|ES","03.07.2020 03:00 - 03.07.2020 04:00 (CET/CEST)","621","0","6879"
"BZN|ES","03.07.2020 04:00 - 03.07.2020 05:00 (CET/CEST)","547","0","6894"
"BZN|ES","03.07.2020 05:00 - 03.07.2020 06:00 (CET/CEST)","526","0","6752"
"BZN|ES","03.07.2020 06:00 - 03.07.2020 07:00 (CET/CEST)","402","0","6532"
"BZN|ES","03.07.2020 07:00 - 03.07.2020 08:00 (CET/CEST)","590","0","6360"
"BZN|ES","03.07.2020 08:00 - 03.07.2020 09:00 (CET/CEST)","2202","0","5905"
"BZN|ES","03.07.2020 09:00 - 03.07.2020 10:00 (CET/CEST)","5318","0","5436"
"BZN|ES","03.07.2020 10:00 - 03.07.2020 11:00 (CET/CEST)","7336","0","4595"
"BZN|ES","03.07.2020 11:00 - 03.07.2020 12:00 (CET/CEST)","8238","0","3960"
"BZN|ES","03.07.2020 12:00 - 03.07.2020 13:00 (CET/CEST)","8672","0","3588"
"BZN|ES","03.07.2020 13:00 - 03.07.2020 14:00 (CET/CEST)","8980","0","3566"
"BZN|ES","03.07.2020 14:00 - 03.07.2020 15:00 (CET/CEST)","8886","0","3668"
"BZN|ES","03.07.2020 15:00 - 03.07.2020 16:00 (CET/CEST)","8804","0","3921"
"BZN|ES","03.07.2020 16:00 - 03.07.2020 17:00 (CET/CEST)","8506","0","4120"
"BZN|ES","03.07.2020 17:00 - 03.07.2020 18:00 (CET/CEST)","8014","0","4533"
"BZN|ES","03.07.2020 18:00 - 03.07.2020 19:00 (CET/CEST)","7040","0","5205"
"BZN|ES","03.07.2020 19:00 - 03.07.2020 20:00 (CET/CEST)","5613","0","5508"
"BZN|ES","03.07.2020 20:00 - 03.07.2020 21:00 (CET/CEST)","3414","0","5343"
"BZN|ES","03.07.2020 21:00 - 03.07.2020 22:00 (CET/CEST)","1455","0","5075"
"BZN|ES","03.07.2020 22:00 - 03.07.2020 23:00 (CET/CEST)","987","0","5216"
"BZN|ES","03.07.2020 23:00 - 04.07.2020 00:00 (CET/CEST)","948","0","5502"
"BZN|ES","04.07.2020 00:00 - 04.07.2020 01:00 (CET/CEST)","947","0","5419"
"BZN|ES","04.07.2020 01:00 - 04.07.2020 02:00 (CET/CEST)","947","0","5345"
"BZN|ES","04.07.2020 02:00 - 04.07.2020 03:00 (CET/CEST)","945","0","5190"
"BZN|ES","04.07.2020 03:00 - 04.07.2020 04:00 (CET/CEST)","945","0","4982"
"BZN|ES","04.07.2020 04:00 - 04.07.2020 05:00 (CET/CEST)","942","0","4652"
"BZN|ES","04.07.2020 05:00 - 04.07.2020 06:00 (CET/CEST)","923","0","4396"
"BZN|ES","04.07.2020 06:00 - 04.07.2020 07:00 (CET/CEST)","788","0","4080"
"BZN|ES","04.07.2020 07:00 - 04.07.2020 08:00 (CET/CEST)","1045","0","3739"
"BZN|ES","04.07.2020 08:00 - 04.07.2020 09:00 (CET/CEST)","2730","0","3285"
"BZN|ES","04.07.2020 09:00 - 04.07.2020 10:00 (CET/CEST)","5629","0","2892"
"BZN|ES","04.07.2020 10:00 - 04.07.2020 11:00 (CET/CEST)","7375","0","2799"
"BZN|ES","04.07.2020 11:00 - 04.07.2020 12:00 (CET/CEST)","8157","0","2894"
"BZN|ES","04.07.2020 12:00 - 04.07.2020 13:00 (CET/CEST)","8837","0","2739"
"BZN|ES","04.07.2020 13:00 - 04.07.2020 14:00 (CET/CEST)","9108","0","2805"
"BZN|ES","04.07.2020 14:00 - 04.07.2020 15:00 (CET/CEST)","9094","0","2915"
"BZN|ES","04.07.2020 15:00 - 04.07.2020 16:00 (CET/CEST)","8948","0","2978"
"BZN|ES","04.07.2020 16:00 - 04.07.2020 17:00 (CET/CEST)","8614","0","3282"
"BZN|ES","04.07.2020 17:00 - 04.07.2020 18:00 (CET/CEST)","8077","0","3899"
"BZN|ES","04.07.2020 18:00 - 04.07.2020 19:00 (CET/CEST)","7158","0","4429"
"BZN|ES","04.07.2020 19:00 - 04.07.2020 20:00 (CET/CEST)","5618","0","4908"
"BZN|ES","04.07.2020 20:00 - 04.07.2020 21:00 (CET/CEST)","3190","0","5258"
"BZN|ES","04.07.2020 21:00 - 04.07.2020 22:00 (CET/CEST)","1184","0","5514"
"BZN|ES","04.07.2020 22:00 - 04.07.2020 23:00 (CET/CEST)","749","0","6182"
"BZN|ES","04.07.2020 23:00 - 05.07.2020 00:00 (CET/CEST)","718","0","6729"
"BZN|ES","05.07.2020 00:00 - 05.07.2020 01:00 (CET/CEST)","713","0","6904"
"BZN|ES","05.07.2020 01:00 - 05.07.2020 02:00 (CET/CEST)","709","0","6605"
"BZN|ES","05.07.2020 02:00 - 05.07.2020 03:00 (CET/CEST)","707","0","6209"
"BZN|ES","05.07.2020 03:00 - 05.07.2020 04:00 (CET/CEST)","707","0","5703"
"BZN|ES","05.07.2020 04:00 - 05.07.2020 05:00 (CET/CEST)","708","0","5296"
"BZN|ES","05.07.2020 05:00 - 05.07.2020 06:00 (CET/CEST)","685","0","4994"
"BZN|ES","05.07.2020 06:00 - 05.07.2020 07:00 (CET/CEST)","532","0","4745"
"BZN|ES","05.07.2020 07:00 - 05.07.2020 08:00 (CET/CEST)","791","0","4382"
"BZN|ES","05.07.2020 08:00 - 05.07.2020 09:00 (CET/CEST)","2607","0","3648"
"BZN|ES","05.07.2020 09:00 - 05.07.2020 10:00 (CET/CEST)","5551","0","3131"
"BZN|ES","05.07.2020 10:00 - 05.07.2020 11:00 (CET/CEST)","7527","0","3234"
"BZN|ES","05.07.2020 11:00 - 05.07.2020 12:00 (CET/CEST)","8417","0","3237"
"BZN|ES","05.07.2020 12:00 - 05.07.2020 13:00 (CET/CEST)","8846","0","3126"
"BZN|ES","05.07.2020 13:00 - 05.07.2020 14:00 (CET/CEST)","9004","0","3195"
"BZN|ES","05.07.2020 14:00 - 05.07.2020 15:00 (CET/CEST)","8988","0","3411"
"BZN|ES","05.07.2020 15:00 - 05.07.2020 16:00 (CET/CEST)","8835","0","3579"
"BZN|ES","05.07.2020 16:00 - 05.07.2020 17:00 (CET/CEST)","8477","0","3682"
"BZN|ES","05.07.2020 17:00 - 05.07.2020 18:00 (CET/CEST)","7898","0","4038"
"BZN|ES","05.07.2020 18:00 - 05.07.2020 19:00 (CET/CEST)","6916","0","4493"
"BZN|ES","05.07.2020 19:00 - 05.07.2020 20:00 (CET/CEST)","5396","0","5210"
"BZN|ES","05.07.2020 20:00 - 05.07.2020 21:00 (CET/CEST)","2944","0","6015"
"BZN|ES","05.07.2020 21:00 - 05.07.2020 22:00 (CET/CEST)","1079","0","6471"
"BZN|ES","05.07.2020 22:00 - 05.07.2020 23:00 (CET/CEST)","725","0","7343"
"BZN|ES","05.07.2020 23:00 - 06.07.2020 00:00 (CET/CEST)","709","0","7909"
"BZN|ES","06.07.2020 00:00 - 06.07.2020 01:00 (CET/CEST)","706","0","7735"
"BZN|ES","06.07.2020 01:00 - 06.07.2020 02:00 (CET/CEST)","704","0","7703"
"BZN|ES","06.07.2020 02:00 - 06.07.2020 03:00 (CET/CEST)","701","0","7645"
"BZN|ES","06.07.2020 03:00 - 06.07.2020 04:00 (CET/CEST)","698","0","7815"
"BZN|ES","06.07.2020 04:00 - 06.07.2020 05:00 (CET/CEST)","691","0","7715"
"BZN|ES","06.07.2020 05:00 - 06.07.2020 06:00 (CET/CEST)","619","0","7855"
"BZN|ES","06.07.2020 06:00 - 06.07.2020 07:00 (CET/CEST)","449","0","8466"
"BZN|ES","06.07.2020 07:00 - 06.07.2020 08:00 (CET/CEST)","719","0","8738"
"BZN|ES","06.07.2020 08:00 - 06.07.2020 09:00 (CET/CEST)","2454","0","8357"
"BZN|ES","06.07.2020 09:00 - 06.07.2020 10:00 (CET/CEST)","5281","0","8224"
"BZN|ES","06.07.2020 10:00 - 06.07.2020 11:00 (CET/CEST)","7268","0","7956"
"BZN|ES","06.07.2020 11:00 - 06.07.2020 12:00 (CET/CEST)","8154","0","7825"
"BZN|ES","06.07.2020 12:00 - 06.07.2020 13:00 (CET/CEST)","8644","0","7808"
"BZN|ES","06.07.2020 13:00 - 06.07.2020 14:00 (CET/CEST)","8835","0","7764"
"BZN|ES","06.07.2020 14:00 - 06.07.2020 15:00 (CET/CEST)","8846","0","7868"
"BZN|ES","06.07.2020 15:00 - 06.07.2020 16:00 (CET/CEST)","8761","0","7861"
"BZN|ES","06.07.2020 16:00 - 06.07.2020 17:00 (CET/CEST)","8470","0","8132"
"BZN|ES","06.07.2020 17:00 - 06.07.2020 18:00 (CET/CEST)","7874","0","8564"
"BZN|ES","06.07.2020 18:00 - 06.07.2020 19:00 (CET/CEST)","6869","0","9068"
"BZN|ES","06.07.2020 19:00 - 06.07.2020 20:00 (CET/CEST)","5237","0","9556"
"BZN|ES","06.07.2020 20:00 - 06.07.2020 21:00 (CET/CEST)","2830","0","9759"
"BZN|ES","06.07.2020 21:00 - 06.07.2020 22:00 (CET/CEST)","1047","0","9865"
"BZN|ES","06.07.2020 22:00 - 06.07.2020 23:00 (CET/CEST)","697","0","10003"
"BZN|ES","06.07.2020 23:00 - 07.07.2020 00:00 (CET/CEST)","677","0","10047"
"BZN|ES","07.07.2020 00:00 - 07.07.2020 01:00 (CET/CEST)","677","0","9743"
"BZN|ES","07.07.2020 01:00 - 07.07.2020 02:00 (CET/CEST)","677","0","9475"
"BZN|ES","07.07.2020 02:00 - 07.07.2020 03:00 (CET/CEST)","676","0","9001"
"BZN|ES","07.07.2020 03:00 - 07.07.2020 04:00 (CET/CEST)","673","0","8590"
"BZN|ES","07.07.2020 04:00 - 07.07.2020 05:00 (CET/CEST)","656","0","8335"
"BZN|ES","07.07.2020 05:00 - 07.07.2020 06:00 (CET/CEST)","612","0","7903"
"BZN|ES","07.07.2020 06:00 - 07.07.2020 07:00 (CET/CEST)","446","0","7565"
"BZN|ES","07.07.2020 07:00 - 07.07.2020 08:00 (CET/CEST)","674","0","7022"
"BZN|ES","07.07.2020 08:00 - 07.07.2020 09:00 (CET/CEST)","2340","0","5976"
"BZN|ES","07.07.2020 09:00 - 07.07.2020 10:00 (CET/CEST)","4790","0","5091"
